Fecha,Total,Vlan100(routerbabahoyo),Vlan200(routerbabahoyo),Vlan100(routerportoviejo),Vlan200(routerportoviejo),Vlan100(routermilagro),Vlan200(routermilagro),Vlan100(routerprogreso),Vlan200(routerprogreso),Vlan100(routerloja),Vlan200(routerloja),Vlan100(routerpuyo),Vlan200(routerpuyo),Vlan100(routerduran),Vlan200(routerduran),Vlan100(routermacas),Vlan200(routermacas),Vlan100(routeralausi),Vlan100(routerzaruma),Vlan200(routerzaruma),Vlan100(routerplayas),Vlan200(routerplayas),Vlan100(routerpalestina),Vlan200(routerpalestina),Vlan100(routersantarosa),Vlan200(routersantarosa),Vlan100(routerdaule),Vlan200(routerdaule),Vlan100(routermachala),Vlan200(routermachala),Vlan100(routerpinas),Vlan200(routerpinas),Vlan100(routerqvdo),Vlan200(routerqvdo),Vlan100(routerposorja),Vlan200(routerposorja),Vlan100(routerjipijapa),Vlan200(routerjipijapa),Vlan100(routerlatacunga),Vlan200(routerlatacunga),Vlan100(routersalinas),Vlan200(routersalinas),Vlan100(routerlagoagrio),Vlan200(routerlagoagrio),Vlan100(routerbanos),Vlan200(routerbanos),Vlan100(routerambato),Vlan200(routerambato),Vlan100(routervirgendefatima),Vlan200(routervirgendefatima),Vlan100(routervinces),Vlan200(routervinces),Vlan100(routermanta),Vlan100(routertena),Vlan200(routertena),Vlan100(routerbalzar),Vlan200(routermanta),Vlan200(routerbalzar),Vlan100(routerstodomingo),Vlan200(routerstodomingo),Vlan100(routercuenca),Vlan200(routercuenca),Vlan100(routeribarra),Vlan200(routeribarra),Vlan100(routerbalsas),Vlan200(routerbalsas),Vlan100(routeresmeraldas),Vlan100(routermontecristi),Vlan200(routermontecristi),Vlan100(routertarifa),Vlan200(routertarifa),Vlan100(routernaranjal),Vlan200(routernaranjal),Vlan100(routerguaranda),Vlan200(routerguaranda),Vlan100(routerpifo),Vlan200(routerpifo),Vlan100(routertulcan),Vlan200(routertulcan),Vlan100(routercayambe),Vlan200(routercayambe),Vlan100(routerpedernales),Vlan200(routerpedernales),Vlan100(routershushufindi),Vlan200(routershushufindi),Vlan100(routerquininde),Vlan200(routerquininde),Vlan100(routertabacundo),Vlan200(routertabacundo),Vlan100(routersalcedo),Vlan200(routersalcedo),Vlan100(routercotacachi),Vlan200(routercotacachi),Vlan100(routeresmeraldas2),Vlan100(routeratuntaqui),Vlan200(routeratuntaqui),Vlan100(routertonsupa),Vlan200(routertonsupa),Vlan100(routercoca),Vlan200(routercoca),Vlan2001(routeruiob),Vlan1001(routeruiob),Vlan1002(routeruioa),Vlan2002(routeruioa),Vlan1003(routeruioa),Vlan2003(routeruioa),Vlan1001(routeruioa),Vlan2001(routeruioa),Vlan100(routerotavalo),Vlan200(routerotavalo),Vlan1001(routeruiod),Vlan2001(routeruiod),Vlan1002(routeruiod),Vlan2002(routeruiod),Vlan1003(routeruiod),Vlan2003(routeruiod),Vlan2001(routeruiom),Vlan1001(routeruiom),Vlan2004(routeruiog),Vlan1004(routeruiog),Vlan1003(routeruiog),Vlan2003(routeruiog),Vlan1001(routergyec),Vlan2001(routergyec),Vlan1002(routergyec),Vlan2002(routergyec),Vlan1003(routergyec),Vlan2003(routergyec),Vlan1004(routergyec),Vlan2004(routergyec),Vlan3004(routergyec),Vlan1001(routergyem),Vlan2001(routergyem),Vlan2002(routergyem),Vlan1002(routergyem),Vlan2002(routeruios),Vlan1002(routeruios),Vlan2001(routeruios),Vlan1001(routeruios),Vlan2003(routeruios),Vlan1003(routeruios),Vlan2004(routeruios),Vlan1004(routeruios),Vlan2001(routergyea),Vlan1001(routergyea),Vlan1002(routergyea),Vlan2002(routergyea),Vlan1003(routergyea),Vlan2003(routergyea),Vlan2003(routergyes),Vlan2002(routergyes),Vlan1003(routergyes),Vlan1001(routergyes),Vlan3001(routergyes),Vlan2001(routergyes),Vlan1002(routergyes),Vlan4001(routergyes),Vlan1002(routergyei),Vlan2002(routergyei),Vlan2001(routergyei),Vlan1001(routergyei),Vlan2003(routergyei),Vlan1003(routergyei),Vlan1004(routergyei),Vlan2004(routergyei),Vlan1002(routergyek),Vlan2002(routergyek),Vlan1001(routergyek),Vlan1002(routergyek),Vlan2001(routergyek),Vlan2002(routergyek),Vlan200(routeresmeraldas2),Vlan2003(routergyea),Vlan1004(routergyei)
2020-05-08 14:00 - 16:00,774.94,1.31,2.3,7.82,6.34,-,4.31,0.02,-,0.73,0.82,1.01,1.2,0.85,0.44,0.0,0.1,0.35,0.16,0.0,0.6,0.61,0.08,0.0,0.2,0.0,0.43,0.34,3.55,3.8,0.26,0.25,3.97,7.34,0.6,-,1.75,0.74,0.65,1.54,7.9,7.0,0.0,0.0,0.31,0.38,4.48,5.57,0.31,0.76,0.8,0.69,7.99,0.61,0.24,0.57,7.95,-,4.42,4.3,3.84,4.64,4.09,5.46,0.13,0.0,0.11,0.2,-,0.28,-,0.12,0.0,0.74,0.63,1.36,1.26,0.3,0.52,0.63,1.31,0.0,0.11,0.01,0.07,0.03,0.08,0.18,0.0,-,0.0,0.5,0.0,2.99,0.8,0.77,0.61,0.17,0.34,0.0,12.28,15.33,-,4.99,4.05,1.82,15.3,15.3,1.0,2.65,18.43,14.32,13.4,11.52,11.07,14.39,9.0,8.61,12.77,13.83,9.19,9.92,6.98,6.95,0.15,0.9,1.65,0.74,0.19,0.06,0.0,6.5,7.13,7.35,7.42,16.72,18.54,14.76,11.87,10.97,9.76,5.34,7.82,9.6,10.73,13.83,12.83,4.73,-,19.72,16.32,16.7,11.55,17.28,16.16,18.18,10.06,22.51,17.95,14.57,7.85,8.94,7.08,-,4.24,-,-,-,-,-,-,3.79,2.03,6.26
2020-05-08 16:00 - 18:00,780.78,1.31,2.3,8.0,6.46,-,4.31,0.02,-,0.75,0.82,1.11,1.21,0.85,0.46,0.0,0.1,0.4,0.16,0.0,0.61,0.63,0.06,0.0,0.24,0.0,0.43,0.37,3.57,3.98,0.31,0.22,3.97,7.34,0.66,-,1.75,0.82,0.72,1.54,-,7.0,0.0,0.0,0.31,0.42,4.65,5.6,0.32,0.76,0.85,0.69,-,0.69,0.23,0.57,7.95,-,4.57,4.3,4.06,4.71,4.27,5.92,0.15,0.0,0.11,0.2,-,0.27,-,0.13,0.0,0.75,0.7,1.47,1.26,0.3,0.56,0.59,1.4,0.0,0.11,0.01,0.1,0.03,0.08,0.2,0.0,-,0.0,0.54,0.0,2.99,0.82,0.77,0.62,0.23,0.41,0.0,12.76,16.1,-,5.49,4.32,1.93,16.53,16.53,1.16,2.65,19.16,14.78,14.31,11.78,11.56,14.79,9.24,9.15,13.59,14.35,9.36,10.55,7.04,6.95,0.15,0.9,1.72,0.8,0.14,0.06,0.0,6.66,7.13,7.45,8.5,18.12,19.42,15.43,12.54,11.41,10.44,5.8,7.88,10.17,10.73,13.83,12.83,4.93,-,19.72,16.32,16.7,11.55,17.28,16.16,18.18,10.06,22.51,18.13,14.57,7.85,8.94,7.08,-,4.24,-,-,-,-,-,-,3.8,2.13,6.26
2020-05-08 18:00 - 20:00,800.03,1.39,2.34,8.0,6.61,-,4.57,0.02,-,0.8,0.81,1.11,1.21,0.87,0.52,0.0,0.08,0.4,0.12,0.0,0.63,0.68,0.07,0.0,0.27,0.0,0.41,0.43,3.99,4.29,0.31,0.24,5.64,7.19,0.66,-,1.72,0.82,0.78,1.51,-,7.29,0.0,0.0,0.29,0.42,4.7,6.09,0.32,0.86,0.94,0.71,-,0.69,0.22,0.6,7.98,-,4.86,4.87,4.06,4.73,4.27,5.92,0.15,0.0,0.12,0.21,-,0.31,-,0.15,0.0,0.81,0.7,1.53,1.4,0.29,0.6,0.6,1.43,0.0,0.11,0.01,0.1,0.04,0.08,0.2,0.0,-,0.0,0.54,0.0,3.06,0.82,0.73,0.66,0.24,0.41,0.0,13.45,17.54,-,5.49,4.32,1.96,16.81,16.81,1.23,2.01,19.89,14.95,14.49,12.4,11.72,14.79,9.24,9.24,14.3,14.41,9.36,10.71,7.04,6.62,0.14,0.91,1.76,0.8,0.15,0.09,0.0,6.79,7.23,7.8,8.5,18.84,20.26,15.47,12.71,11.52,10.44,5.8,7.88,10.66,11.36,14.64,13.11,5.29,-,19.72,16.35,17.01,11.64,17.32,16.05,18.33,10.27,22.81,18.57,15.15,8.53,9.06,7.34,-,4.36,-,-,-,-,-,-,3.81,2.35,6.79
2020-05-08 20:00 - 22:00,816.4,1.41,2.39,-,6.79,-,4.6,0.02,-,0.87,0.84,1.12,1.25,0.94,0.52,0.0,0.09,0.41,0.13,0.0,0.7,0.72,0.07,0.0,0.28,0.0,0.42,0.46,4.11,4.48,0.4,0.3,5.64,7.15,0.64,-,1.86,0.76,0.86,1.61,-,7.44,0.0,0.0,0.32,0.4,4.75,6.09,0.33,0.86,0.94,0.72,-,0.73,0.22,0.61,7.98,-,4.91,4.88,4.34,4.78,4.34,5.84,0.12,0.0,0.12,0.24,-,0.31,-,0.15,0.0,0.81,0.76,1.53,1.57,0.29,0.6,0.6,1.43,0.0,0.12,0.01,0.07,0.04,0.08,0.19,0.0,-,0.0,0.51,0.0,3.11,0.86,0.73,0.7,0.28,0.35,0.0,14.49,17.83,-,5.67,4.49,2.02,17.21,17.21,1.27,2.01,19.93,16.15,14.77,12.74,11.72,15.13,9.41,9.54,14.5,14.65,10.08,11.09,7.32,6.92,0.13,0.96,1.76,0.79,0.15,0.09,0.0,7.38,7.29,8.1,8.59,18.84,20.85,15.66,12.71,11.52,10.82,5.6,8.17,12.22,13.19,15.11,13.96,5.47,-,20.48,16.92,17.78,11.92,17.64,16.87,18.98,10.75,23.26,19.14,15.74,8.89,9.55,7.39,-,4.58,-,-,-,-,-,-,3.84,2.39,6.85
2020-05-08 22:00 - 24:00,822.76,1.41,2.39,-,6.79,-,4.6,0.02,-,0.87,0.84,1.12,1.25,0.94,0.5,0.0,0.09,0.41,0.13,0.0,0.7,0.72,0.07,0.0,0.28,0.0,0.42,0.46,4.11,4.48,0.4,0.3,5.04,7.15,0.64,-,1.86,0.74,0.86,1.61,-,7.44,0.0,0.0,0.32,0.4,4.75,5.99,0.33,0.85,0.91,0.72,7.98,0.73,0.18,0.61,7.95,-,4.91,4.88,4.34,4.78,4.34,5.79,0.12,0.0,0.14,0.24,-,0.27,-,0.1,0.0,0.8,0.76,1.47,1.57,0.28,0.53,0.59,1.39,0.0,0.12,0.04,0.05,0.04,0.07,0.19,0.0,-,0.0,0.51,0.0,3.11,0.86,0.73,0.7,0.28,0.35,0.0,14.49,17.83,-,5.67,4.49,2.02,17.21,17.21,1.27,1.94,19.93,16.15,14.77,12.74,11.62,15.13,9.41,9.54,14.5,14.65,10.08,11.09,7.32,6.92,0.12,1.02,1.74,0.79,0.14,0.06,0.0,7.38,7.29,8.1,8.59,18.81,20.85,15.66,12.45,11.52,10.82,5.6,8.17,12.22,13.19,15.11,13.96,5.47,-,20.48,16.92,17.78,11.92,17.64,16.87,18.98,10.75,23.26,19.14,15.74,8.89,9.55,7.39,-,4.58,-,-,-,-,-,-,3.84,2.39,6.85
2020-05-09 00:00 - 02:00,743.32,1.11,2.05,6.25,6.14,-,4.01,0.02,-,0.79,0.83,0.93,1.1,0.8,0.44,0.0,0.05,0.37,0.11,0.0,0.53,0.62,0.04,0.0,0.23,0.0,0.29,0.33,3.53,3.85,0.26,0.22,4.73,6.56,0.61,-,1.68,0.67,0.63,1.33,5.87,6.86,0.0,0.0,0.27,0.4,4.14,5.53,0.26,0.73,0.74,0.62,7.98,0.62,0.18,0.5,7.7,-,4.36,4.01,3.86,4.49,3.52,5.26,0.11,0.0,0.14,0.17,-,0.21,-,0.1,0.0,0.66,0.7,1.27,1.14,0.25,0.45,0.49,1.13,0.0,0.07,0.04,0.04,0.04,0.06,0.13,0.0,-,0.0,0.36,0.0,2.81,0.73,0.5,0.54,0.21,0.26,0.0,13.43,15.29,-,4.92,3.96,1.55,14.52,14.52,1.0,1.5,16.86,14.19,12.75,11.36,10.05,14.36,8.77,9.34,13.22,13.96,8.88,10.41,6.88,6.5,0.1,1.02,1.6,0.73,0.1,0.05,0.0,6.7,6.41,7.69,7.95,15.72,16.88,14.16,10.43,9.89,9.74,4.96,7.6,11.2,10.77,12.99,12.29,4.93,-,18.05,15.3,15.76,11.27,16.02,15.78,16.66,9.48,21.07,17.7,13.42,7.62,8.77,7.11,-,3.65,-,-,-,-,-,-,3.79,2.18,5.9
2020-05-09 02:00 - 04:00,451.65,0.73,1.08,6.25,4.01,-,2.24,0.0,-,0.49,0.53,0.48,0.77,0.42,0.26,0.0,0.0,0.17,0.04,0.0,0.39,0.33,0.02,0.0,0.13,0.0,0.15,0.18,2.07,2.16,0.12,0.15,2.81,3.94,0.33,-,0.91,0.36,0.47,0.8,5.87,4.49,0.0,0.0,0.15,0.14,2.32,3.16,0.11,0.44,0.34,0.26,5.46,0.33,0.1,0.3,4.7,-,2.54,2.1,2.3,2.79,2.06,3.06,0.05,0.0,0.03,0.1,-,0.1,-,0.09,0.0,0.33,0.37,0.6,0.54,0.12,0.31,0.28,0.6,0.0,0.05,0.0,0.02,0.01,0.03,0.08,0.0,-,0.0,0.21,0.0,1.85,0.38,0.25,0.29,0.12,0.09,0.0,7.21,7.96,-,2.72,2.37,0.76,7.46,7.46,0.61,0.99,9.62,8.34,7.58,6.81,6.21,8.7,5.13,5.03,7.68,8.97,4.82,5.57,4.55,4.57,0.09,0.64,1.05,0.61,0.08,0.04,0.0,4.8,4.58,4.99,4.63,8.71,9.97,7.56,6.11,5.53,5.37,3.14,4.24,7.84,7.98,8.53,7.59,3.11,-,11.67,9.46,9.75,8.0,11.1,10.11,10.17,5.45,12.87,11.32,7.75,4.16,5.7,4.51,-,1.85,-,-,-,-,-,-,2.11,1.34,3.27
2020-05-09 04:00 - 06:00,197.22,0.38,0.49,2.91,1.91,-,0.97,0.0,-,0.2,0.23,0.21,0.32,0.18,0.17,0.0,0.0,0.13,0.02,0.0,0.21,0.2,0.02,0.0,0.07,0.0,0.11,0.09,0.95,1.12,0.05,0.07,1.24,1.61,0.15,-,0.39,0.12,0.17,0.28,2.52,1.8,0.0,0.0,0.07,0.08,0.92,1.28,0.1,0.16,0.16,0.16,2.59,0.22,0.08,0.16,2.0,-,1.2,1.01,1.08,1.45,0.82,1.42,0.03,0.0,0.02,0.04,-,0.06,-,0.05,0.0,0.12,0.16,0.39,0.27,0.06,0.1,0.25,0.4,0.0,0.02,0.0,0.01,0.01,0.02,0.07,0.0,-,0.0,0.19,0.0,0.84,0.18,0.15,0.14,0.06,0.05,0.0,3.0,3.59,-,1.31,0.95,0.56,4.03,4.03,0.42,0.53,3.89,2.94,2.83,2.72,2.29,3.31,2.29,1.94,3.23,3.49,2.04,2.59,2.32,2.04,0.04,0.4,0.65,0.32,0.13,0.01,0.0,2.35,1.82,2.15,2.32,3.74,4.01,3.29,2.62,2.52,2.06,1.44,1.97,3.42,3.35,3.4,2.79,1.6,-,4.82,4.02,4.03,3.82,5.11,4.57,4.16,2.06,6.04,5.41,2.84,1.59,2.09,2.13,-,0.86,-,-,-,-,-,-,1.05,0.58,1.36
2020-05-09 06:00 - 08:00,368.9,0.76,1.14,3.9,2.99,-,2.0,0.01,-,0.37,0.33,0.47,0.59,0.36,0.2,0.0,0.0,0.21,0.05,0.0,0.3,0.32,0.03,0.0,0.13,0.0,0.21,0.15,1.8,1.95,0.15,0.09,1.69,3.05,0.27,-,0.87,0.3,0.41,0.63,4.07,2.88,0.0,0.0,0.16,0.13,2.15,2.9,0.17,0.34,0.43,0.32,4.27,0.3,0.1,0.36,3.65,-,2.42,2.37,1.93,2.11,1.92,2.61,0.06,0.0,0.05,0.1,-,0.08,-,0.07,0.0,0.36,0.3,0.8,0.73,0.15,0.24,0.38,0.75,0.0,0.03,0.0,0.01,0.02,0.04,0.12,0.0,-,0.0,0.23,0.0,1.4,0.45,0.35,0.36,0.1,0.15,0.0,6.89,8.48,-,2.81,2.09,1.11,8.01,8.01,0.78,1.12,9.25,7.33,6.47,5.64,5.47,6.76,4.6,4.37,6.77,7.21,4.4,4.72,3.27,2.86,0.07,0.44,0.83,0.32,0.13,0.02,0.0,2.79,3.3,2.95,3.37,8.75,9.22,7.01,5.61,5.14,4.39,2.47,3.83,4.92,5.16,6.65,5.79,2.09,-,8.45,7.04,7.51,4.55,7.07,7.07,7.57,4.21,9.38,8.04,6.71,3.78,4.02,3.22,-,2.22,-,-,-,-,-,-,1.67,0.94,3.13
2020-05-09 08:00 - 10:00,557.85,0.97,1.73,6.43,4.39,-,3.22,0.01,-,0.56,0.52,0.79,0.96,0.54,0.36,0.0,0.0,0.25,0.11,0.0,0.42,0.47,0.05,0.0,0.26,0.0,0.29,0.32,2.62,2.99,0.2,0.16,3.47,4.6,0.54,-,1.35,0.54,0.5,1.04,7.4,4.87,0.0,0.0,0.18,0.29,3.16,3.96,0.22,0.59,0.56,0.53,7.13,0.47,0.16,0.47,5.98,-,3.75,3.38,2.63,3.2,2.9,3.56,0.07,0.0,0.07,0.14,-,0.15,-,0.09,0.0,0.41,0.42,0.96,1.12,0.19,0.33,0.43,0.95,0.0,0.08,0.01,0.06,0.03,0.05,0.18,0.0,-,0.0,0.36,0.0,2.33,0.53,0.47,0.5,0.16,0.22,0.0,9.06,10.68,-,3.71,2.82,1.31,10.94,10.94,0.97,1.49,13.56,10.22,9.29,8.13,8.13,10.01,6.78,6.37,9.34,9.99,6.23,6.83,4.96,4.91,0.09,0.63,1.26,0.44,0.08,0.04,0.0,4.43,5.18,5.24,5.63,12.62,13.12,10.31,8.35,7.67,7.11,3.47,5.55,6.96,7.61,10.47,9.06,3.5,-,13.37,11.31,11.87,7.86,11.84,10.88,12.54,7.06,15.61,12.63,11.3,6.07,6.45,4.94,-,3.34,-,-,-,-,-,-,2.61,1.45,4.86
2020-05-09 10:00 - 12:00,637.32,1.12,1.96,7.69,5.51,-,3.58,0.02,-,0.72,0.7,0.91,0.96,0.66,0.39,0.0,0.01,0.25,0.11,0.0,0.52,0.63,0.05,0.0,0.26,0.0,0.3,0.33,3.4,3.28,0.26,0.19,3.91,5.55,0.58,-,1.66,0.63,0.58,1.09,7.99,5.74,0.0,0.0,0.25,0.29,3.55,4.27,0.22,0.68,0.66,0.66,7.77,0.59,0.16,0.48,6.81,-,3.94,3.71,2.86,3.45,3.72,4.22,0.07,0.0,0.08,0.16,-,0.22,-,0.1,0.0,0.54,0.5,1.01,1.13,0.19,0.48,0.45,1.02,0.0,0.08,0.01,0.06,0.03,0.05,0.18,0.0,-,0.0,0.36,0.0,2.83,0.62,0.5,0.54,0.22,0.25,0.0,9.91,12.26,-,4.12,3.19,1.53,12.21,12.21,1.09,1.57,14.94,11.48,10.65,8.94,9.26,11.47,7.69,7.11,10.29,11.04,7.15,7.9,5.64,5.41,0.12,0.89,1.36,0.56,0.15,0.07,0.0,5.19,5.93,6.18,6.23,13.2,13.57,11.45,8.95,8.5,7.57,3.68,5.99,8.68,8.54,11.79,10.75,4.07,-,16.12,13.5,14.13,9.37,14.39,13.59,14.94,8.5,17.8,15.18,12.58,7.15,7.82,5.96,-,3.62,-,-,-,-,-,-,3.49,1.7,5.44
2020-05-09 12:00 - 14:00,711.28,1.21,2.13,7.98,6.34,-,4.29,0.02,-,0.72,0.71,0.91,1.06,0.72,0.46,0.0,0.01,0.24,0.15,0.0,0.55,0.63,0.06,0.0,0.26,0.0,0.33,0.45,3.65,3.57,0.26,0.23,4.55,6.57,0.66,-,1.75,0.72,0.7,1.4,7.99,6.6,0.0,0.0,0.26,0.38,3.86,5.09,0.26,0.76,0.79,0.73,7.77,0.59,0.16,0.56,7.6,-,4.24,4.1,3.29,3.78,3.72,4.79,0.08,0.0,0.08,0.23,-,0.24,-,0.1,0.0,0.65,0.5,1.16,1.13,0.28,0.51,0.51,1.15,0.0,0.09,0.01,0.04,0.03,0.07,0.18,0.0,-,0.0,0.34,0.0,3.0,0.76,0.5,0.62,0.22,0.31,0.0,10.37,12.73,-,4.63,3.6,1.7,13.23,13.23,1.43,1.57,17.02,13.26,11.78,10.85,10.3,12.41,8.07,7.51,11.75,12.46,7.72,8.5,6.65,6.64,0.12,0.89,1.47,0.76,0.15,0.11,0.0,5.86,6.71,6.57,6.69,15.13,15.83,12.19,9.41,9.04,8.14,4.61,7.09,9.23,9.52,13.49,12.1,4.78,-,18.61,15.44,15.55,10.86,16.26,15.56,16.3,9.15,21.33,17.21,14.49,8.02,9.11,6.64,-,4.26,-,-,-,-,-,-,3.69,2.0,6.05
2020-05-09 14:00 - 16:00,780.85,1.21,2.34,7.98,6.58,-,4.31,0.02,-,0.82,0.85,0.96,1.12,0.87,0.5,0.0,0.01,0.39,0.15,0.0,0.63,0.63,0.06,0.0,0.29,0.0,0.39,0.45,3.71,3.96,0.26,0.23,4.82,6.75,0.66,-,1.8,0.84,0.7,1.58,-,6.93,0.0,0.0,0.29,0.4,4.5,5.85,0.26,0.76,0.82,0.75,-,0.66,0.16,0.56,7.97,-,4.73,4.51,4.04,4.09,4.37,5.54,0.12,0.0,0.08,0.23,-,0.27,-,0.1,0.0,0.76,0.6,1.42,1.2,0.31,0.51,0.58,1.25,0.0,0.09,0.01,0.07,0.03,0.07,0.22,0.0,-,0.0,0.4,0.0,3.09,0.88,0.6,0.62,0.24,0.38,0.0,12.81,15.55,-,5.33,4.45,1.96,15.91,15.91,1.52,2.16,19.18,15.4,13.96,12.66,11.62,15.32,9.68,9.42,13.86,14.91,9.76,10.88,7.3,7.25,0.11,0.97,1.72,0.84,0.14,0.11,0.0,6.8,7.21,7.42,8.25,18.13,18.45,14.59,11.44,10.42,10.19,5.35,8.42,10.36,10.77,14.24,12.92,4.96,-,19.41,16.09,16.41,11.65,17.53,16.29,17.4,9.97,22.84,18.53,14.79,8.37,9.46,7.16,-,4.3,-,-,-,-,-,-,4.23,2.14,6.44
2020-05-09 16:00 - 18:00,796.92,1.2,2.34,-,6.58,-,4.31,0.02,-,0.84,0.94,1.08,1.24,0.87,0.5,0.0,0.01,0.39,0.14,0.0,0.63,0.61,0.07,0.0,0.29,0.0,0.4,0.43,3.71,4.12,0.28,0.25,4.82,6.76,0.72,-,1.8,2.15,0.75,1.59,-,7.01,0.0,0.0,0.33,0.4,4.74,6.0,0.3,0.84,0.82,0.75,-,0.66,0.24,0.58,7.98,-,4.73,4.58,4.11,4.54,4.46,5.67,0.12,0.0,0.08,0.22,-,0.29,-,0.12,0.0,0.82,0.62,1.44,1.38,0.31,0.5,0.65,1.38,0.0,0.09,0.01,0.07,0.03,0.1,0.24,0.0,-,0.0,0.43,0.0,3.21,0.89,0.64,0.63,0.28,0.38,0.0,13.75,16.45,-,5.47,4.68,2.04,17.38,17.38,1.52,2.16,19.92,15.86,14.96,13.24,12.04,15.81,10.02,10.04,14.52,15.47,10.08,11.17,7.3,7.25,0.11,0.97,1.76,0.84,0.12,0.06,0.0,6.96,7.25,7.87,8.25,18.13,18.97,16.57,12.64,11.07,11.13,5.5,8.5,11.15,11.31,14.24,12.92,5.22,-,19.64,16.09,16.41,11.65,17.53,16.29,17.4,9.97,22.84,18.53,14.79,8.37,9.46,7.16,-,4.3,-,-,-,-,-,-,4.23,2.24,6.44
2020-05-09 18:00 - 20:00,814.25,1.24,2.46,-,6.52,-,4.62,0.03,-,0.84,1.0,1.08,1.34,0.85,0.53,0.0,0.02,0.38,0.14,0.0,0.62,0.73,0.08,0.0,0.29,0.0,0.41,0.43,4.03,4.12,0.31,0.25,5.26,6.93,0.77,-,1.73,2.15,0.81,1.61,-,7.34,0.0,0.0,0.39,0.4,4.81,6.0,0.3,0.87,0.81,0.7,-,0.7,0.24,0.59,7.98,-,5.01,4.64,4.11,4.79,4.46,5.94,0.11,0.0,0.08,0.2,-,0.29,-,0.12,0.0,0.82,0.75,1.64,1.44,0.39,0.63,0.65,1.38,0.0,0.1,0.01,0.1,0.05,0.14,0.24,0.0,-,0.0,0.44,0.0,3.21,0.89,0.64,0.67,0.28,0.38,0.0,13.75,17.27,-,5.6,4.68,2.04,17.38,17.38,1.44,2.05,19.92,15.86,14.96,13.24,12.23,15.81,10.02,10.04,14.53,15.47,10.16,11.17,7.6,7.01,0.12,0.93,1.76,0.82,0.14,0.06,0.0,7.17,7.58,7.87,8.27,18.62,19.71,16.59,12.64,11.25,11.13,5.63,8.5,11.15,11.73,14.55,13.8,5.27,-,20.26,17.1,17.92,12.06,18.18,16.49,18.88,10.21,22.85,19.0,15.4,8.94,9.46,7.55,-,4.61,-,-,-,-,-,-,3.98,2.25,6.86
2020-05-09 20:00 - 22:00,837.01,1.31,2.53,-,7.22,-,4.7,0.03,-,0.78,1.0,1.09,1.34,0.88,0.53,0.0,0.02,0.42,0.14,0.0,0.89,0.73,0.08,0.0,0.29,0.0,0.45,0.43,4.11,4.25,0.31,0.28,5.35,7.3,0.77,-,1.19,1.41,0.81,1.61,-,7.86,0.0,0.0,0.39,0.38,4.89,6.17,0.28,0.89,0.84,0.79,-,0.7,0.22,0.6,7.95,-,5.16,4.92,4.37,4.91,4.67,6.79,0.12,0.0,0.1,0.21,-,0.28,-,0.12,0.0,0.79,0.77,1.65,1.44,0.41,0.64,0.61,1.38,0.0,0.1,0.01,0.1,0.05,0.14,0.22,0.0,-,0.0,0.44,0.0,3.25,0.98,0.64,0.67,0.25,0.38,0.0,14.75,18.54,-,5.75,4.89,2.11,18.1,18.1,1.44,2.14,20.36,16.58,15.79,13.31,12.32,16.29,10.27,9.85,14.8,15.68,10.37,11.92,7.6,7.23,0.16,0.93,1.77,0.82,0.14,0.06,0.0,7.38,7.63,8.25,8.9,18.93,19.91,17.29,13.08,11.7,11.46,5.65,8.52,12.76,12.39,14.98,14.0,5.34,-,20.32,17.21,17.98,12.46,18.18,16.89,18.88,10.29,23.47,20.18,15.44,8.94,10.15,7.77,-,4.61,-,-,-,-,-,-,4.05,2.25,6.86
2020-05-09 22:00 - 24:00,843.58,1.31,2.53,-,7.22,-,4.7,0.02,-,0.78,0.91,1.09,1.34,0.88,0.51,0.0,0.02,0.42,0.14,0.0,0.89,0.68,0.08,0.0,0.28,0.0,0.45,0.43,4.11,4.25,0.31,0.28,5.35,7.3,0.75,-,1.19,1.41,0.71,1.59,-,7.86,0.0,0.0,0.33,0.4,4.89,6.17,0.28,0.89,0.84,0.79,7.96,0.69,0.18,0.6,7.96,-,5.16,4.92,4.37,4.91,4.67,6.79,0.12,0.0,0.1,0.21,-,0.26,-,0.12,0.0,0.79,0.77,1.65,1.44,0.41,0.64,0.61,1.36,0.0,0.09,0.01,0.05,0.03,0.13,0.18,0.0,-,0.0,0.44,0.0,3.25,0.98,0.63,0.67,0.25,0.33,0.0,14.75,18.54,-,5.75,4.89,2.11,18.1,18.1,1.42,2.14,20.36,16.58,15.79,13.31,12.32,16.29,10.27,9.85,14.8,15.68,10.37,11.92,7.49,7.23,0.16,0.98,1.77,0.89,0.1,0.06,0.0,7.43,7.63,8.25,8.9,18.93,19.91,17.29,13.08,11.7,11.46,5.65,8.52,12.76,12.39,14.98,14.0,5.34,-,20.32,17.21,17.98,12.46,17.89,16.89,18.77,10.29,23.47,20.18,15.44,8.82,10.15,7.77,-,4.56,-,-,-,-,-,-,4.05,2.25,6.67
